sex,recency,history,mens_product_purchase,womens_product_purchase,area_classification,newbie,channel,segment,visit,conversion,spend
女性,11,4351,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,10,16380,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,9,21232,1,0,郊外,0,複数,送付なし,0,0,0
男性,7,14781,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,1,54498,1,0,都会,1,ウェブ,送付なし,0,0,0
女性,7,50818,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,1,5062,1,0,都会,0,ウェブ,送付なし,1,0,0
女性,5,29117,1,0,郊外,0,複数,送付なし,1,0,0
男性,5,77795,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,5,3059,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,4,30576,0,1,郊外,0,スマートフォン,送付なし,1,0,0
女性,8,2999,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,8,25683,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,7,46270,0,1,郊外,1,複数,送付なし,0,0,0
男性,7,48949,1,0,地方,1,ウェブ,送付なし,0,0,0
女性,9,2999,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,2,23127,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,2,5037,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,9,18933,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,1,36801,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,1,33121,1,0,地方,1,スマートフォン,送付なし,0,0,0
男性,2,18651,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,9,43389,0,1,地方,0,スマートフォン,送付あり,1,0,0
男性,8,9062,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,2,4437,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,3,4300,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,10,14572,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,3,8086,1,0,地方,1,スマートフォン,送付なし,0,0,0
女性,2,20292,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,10,22615,0,1,郊外,1,複数,送付あり,0,0,0
男性,6,54978,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,9,3472,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,1,9229,0,1,地方,1,スマートフォン,送付なし,1,0,0
女性,4,31687,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,2,18902,0,1,都会,1,スマートフォン,送付なし,1,0,0
女性,2,21051,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,9,30114,1,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,9,2999,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,9,2999,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,1,7017,1,0,郊外,0,ウェブ,送付なし,1,0,0
男性,10,13883,1,0,都会,0,スマートフォン,送付なし,1,0,0
女性,6,50548,1,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,4,20979,0,1,地方,0,複数,送付あり,1,0,0
男性,3,3422,1,0,都会,1,スマートフォン,送付あり,1,0,0
男性,2,15294,0,1,郊外,0,ウェブ,送付なし,1,0,0
男性,5,42717,1,1,都会,0,ウェブ,送付なし,1,0,0
男性,1,7583,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,10,46625,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,2,22746,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,6,9790,0,1,郊外,1,スマートフォン,送付あり,1,0,0
女性,12,8865,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,7,15763,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,3,2999,0,1,都会,1,スマートフォン,送付あり,1,0,0
女性,10,11963,0,1,地方,0,ウェブ,送付あり,1,0,0
女性,4,31795,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,4,18697,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,5,22684,0,1,郊外,1,複数,送付なし,0,0,0
男性,2,45841,0,1,郊外,0,複数,送付あり,1,0,0
女性,5,13563,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,10,12729,0,1,都会,1,スマートフォン,送付なし,0,0,0
男性,1,52541,0,1,都会,1,スマートフォン,送付あり,1,0,0
男性,1,30333,1,1,都会,0,ウェブ,送付あり,1,0,0
女性,5,5063,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,9,3540,0,1,郊外,1,ウェブ,送付なし,1,0,0
男性,5,4609,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,6,33321,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,2,58437,1,0,都会,1,複数,送付あり,1,0,0
男性,4,7895,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,4,5342,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,3,31467,1,0,地方,1,ウェブ,送付なし,0,0,0
男性,1,37503,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,6,17837,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,1,52277,1,0,郊外,1,複数,送付なし,0,0,0
女性,8,5995,1,0,都会,0,スマートフォン,送付なし,0,0,0
女性,6,56914,0,1,郊外,1,ウェブ,送付なし,1,0,0
男性,4,27527,1,0,地方,1,スマートフォン,送付なし,0,0,0
男性,1,2999,0,1,都会,0,ウェブ,送付なし,1,0,0
女性,2,67588,1,1,都会,1,スマートフォン,送付あり,1,0,0
女性,9,25760,1,1,都会,1,スマートフォン,送付なし,0,0,0
女性,12,3251,0,1,地方,0,スマートフォン,送付なし,0,0,0
男性,11,9905,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,7,34072,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,9,10086,1,0,郊外,1,スマートフォン,送付あり,0,0,0
女性,10,109745,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,7,4572,1,0,都会,0,スマートフォン,送付なし,1,0,0
女性,2,24350,1,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,8,5828,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,2,22535,1,0,都会,0,スマートフォン,送付なし,1,0,0
男性,3,22280,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,1,2999,1,0,地方,1,ウェブ,送付あり,0,0,0
男性,1,31398,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,6,10587,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,1,2999,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,4,11029,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,10,30060,1,1,都会,0,複数,送付あり,1,0,0
男性,9,17464,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,5,77192,0,1,郊外,1,複数,送付なし,0,0,0
女性,7,19212,1,0,都会,0,ウェブ,送付なし,1,0,0
女性,6,4002,0,1,郊外,0,ウェブ,送付なし,1,0,0
女性,10,27504,1,0,地方,0,ウェブ,送付なし,0,0,0
男性,2,51853,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,3,45400,0,1,都会,0,複数,送付あり,1,0,0
男性,3,34264,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,8,33709,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,1,40633,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,11,9805,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,1,2999,0,1,郊外,0,ウェブ,送付なし,1,0,0
男性,8,2999,1,0,郊外,1,ウェブ,送付なし,1,0,0
女性,1,58652,1,0,地方,1,複数,送付なし,0,0,0
男性,10,8945,1,0,郊外,1,ウェブ,送付なし,0,0,0
女性,10,3357,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,1,38215,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,5,6320,0,1,地方,0,スマートフォン,送付あり,1,0,0
男性,10,14822,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,3,12320,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,9,4656,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,9,2999,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,1,16282,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,10,8531,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,2,18048,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,7,13953,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,7,15188,1,0,都会,0,ウェブ,送付なし,1,0,0
女性,10,2999,1,0,都会,0,スマートフォン,送付なし,0,0,0
女性,1,65165,1,1,都会,1,ウェブ,送付なし,0,0,0
男性,2,42444,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,1,80415,1,1,郊外,1,複数,送付あり,0,0,0
男性,11,8529,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,9,2999,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,4,30766,1,0,都会,1,ウェブ,送付あり,1,0,0
男性,11,12325,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,2,32283,1,0,郊外,0,複数,送付なし,1,0,0
女性,3,26143,0,1,都会,1,ウェブ,送付あり,1,0,0
女性,7,51378,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,8,5617,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,1,14384,0,1,地方,1,スマートフォン,送付あり,1,0,0
女性,10,8214,0,1,地方,0,ウェブ,送付なし,0,0,0
男性,9,2999,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,9,15255,0,1,地方,1,スマートフォン,送付あり,0,0,0
男性,5,14536,1,0,地方,1,ウェブ,送付なし,0,0,0
男性,9,31436,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,3,39034,1,0,都会,0,ウェブ,送付なし,1,0,0
女性,12,61813,1,1,都会,1,スマートフォン,送付なし,0,0,0
女性,6,2999,0,1,地方,1,スマートフォン,送付なし,0,0,0
女性,6,2999,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,9,71897,0,1,地方,1,複数,送付あり,0,0,0
男性,6,15416,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,9,15741,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,7,7794,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,5,2999,0,1,地方,1,ウェブ,送付あり,1,0,0
男性,10,11084,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,10,31202,0,1,地方,0,ウェブ,送付あり,1,0,0
男性,5,25891,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,2,10167,1,0,郊外,1,ウェブ,送付あり,1,0,0
女性,2,74129,1,1,都会,1,スマートフォン,送付なし,0,0,0
女性,1,11468,1,0,地方,0,ウェブ,送付あり,1,0,0
男性,7,2999,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,8,3774,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,5,15322,0,1,都会,0,スマートフォン,送付なし,1,0,0
女性,5,58236,0,1,郊外,1,複数,送付なし,1,0,0
男性,7,2999,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,2,96489,1,0,郊外,1,スマートフォン,送付なし,1,0,0
女性,3,18774,0,1,都会,0,スマートフォン,送付なし,0,0,0
男性,4,9939,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,7,21326,1,1,都会,1,スマートフォン,送付あり,0,0,0
男性,12,15993,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,3,7091,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,4,17348,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,9,17388,0,1,郊外,0,スマートフォン,送付あり,1,1,5813
女性,9,42899,1,0,都会,0,複数,送付あり,1,0,0
男性,8,49253,1,1,地方,1,スマートフォン,送付あり,0,0,0
男性,2,78422,1,0,地方,1,複数,送付なし,0,0,0
女性,1,8112,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,2,2999,0,1,都会,1,ウェブ,送付なし,1,0,0
女性,1,15633,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,2,6426,1,0,都会,0,スマートフォン,送付なし,1,0,0
女性,3,3936,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,10,5660,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,1,24924,0,1,都会,1,複数,送付あり,0,0,0
女性,2,12201,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,3,10508,1,0,地方,0,スマートフォン,送付なし,0,0,0
女性,2,6134,1,0,地方,1,ウェブ,送付なし,1,0,0
女性,6,34382,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,1,76730,1,1,郊外,1,スマートフォン,送付なし,1,0,0
女性,1,28363,0,1,郊外,1,スマートフォン,送付あり,1,0,0
女性,4,11637,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,11,8257,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,6,83528,1,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,10,16785,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,9,25475,1,0,地方,1,ウェブ,送付なし,0,0,0
男性,7,11633,0,1,地方,0,ウェブ,送付なし,0,0,0
女性,7,66226,1,0,都会,1,複数,送付あり,0,0,0
男性,10,7277,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,6,10999,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,3,81652,1,1,都会,1,スマートフォン,送付あり,1,0,0
女性,3,29052,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,7,9676,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,9,7297,1,0,都会,1,ウェブ,送付あり,0,0,0
男性,7,2999,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,9,11584,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,1,2999,1,0,都会,0,スマートフォン,送付なし,0,0,0
女性,11,13315,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,9,15122,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,9,5753,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,3,10670,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,9,4429,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,9,16668,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,7,16865,0,1,地方,1,スマートフォン,送付なし,0,0,0
男性,3,2999,0,1,地方,0,スマートフォン,送付なし,0,0,0
男性,8,5171,1,0,地方,0,ウェブ,送付あり,1,0,0
男性,9,6126,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,2,20198,1,0,都会,0,スマートフォン,送付なし,1,0,0
女性,3,8579,0,1,郊外,1,ウェブ,送付なし,1,0,0
男性,8,2999,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,1,20460,0,1,郊外,1,複数,送付なし,0,0,0
男性,8,21661,1,1,都会,1,スマートフォン,送付あり,1,0,0
女性,8,66822,1,1,都会,1,スマートフォン,送付あり,0,0,0
女性,4,13351,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,11,5184,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,12,3272,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,6,2999,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,3,11142,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,9,6481,0,1,郊外,0,ウェブ,送付なし,0,0,0
男性,2,14122,1,0,地方,0,スマートフォン,送付なし,0,0,0
女性,1,52437,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,3,4333,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,2,67596,0,1,都会,1,スマートフォン,送付なし,1,0,0
女性,1,48747,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,9,18037,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,2,51655,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,10,24026,1,1,地方,1,ウェブ,送付なし,0,0,0
女性,3,2999,0,1,郊外,1,スマートフォン,送付なし,1,0,0
女性,6,16994,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,4,55391,0,1,地方,1,スマートフォン,送付あり,0,0,0
女性,4,8584,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,1,4286,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,2,10333,1,0,地方,1,スマートフォン,送付なし,0,0,0
女性,2,18506,0,1,地方,0,ウェブ,送付なし,0,0,0
男性,2,10213,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,1,30438,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,10,39928,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,7,14934,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,10,2999,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,5,19748,1,0,地方,0,スマートフォン,送付なし,0,0,0
男性,5,40395,0,1,地方,0,ウェブ,送付あり,1,0,0
男性,6,10441,1,0,地方,0,ウェブ,送付なし,1,0,0
男性,4,41295,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,8,25417,1,1,都会,0,複数,送付あり,1,0,0
男性,5,54390,1,1,都会,1,ウェブ,送付なし,1,0,0
男性,9,4535,1,0,地方,1,スマートフォン,送付なし,0,0,0
男性,1,2999,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,2,2999,1,0,郊外,1,スマートフォン,送付あり,0,0,0
男性,4,14366,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,6,3322,1,0,地方,0,ウェブ,送付あり,1,0,0
男性,10,47627,1,1,都会,1,複数,送付なし,0,0,0
女性,9,2999,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,5,2999,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,9,2999,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,9,40622,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,5,25310,0,1,都会,1,スマートフォン,送付あり,0,0,0
男性,4,3920,1,0,都会,1,ウェブ,送付あり,0,0,0
男性,1,5665,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,1,26999,1,1,都会,0,複数,送付あり,1,0,0
男性,2,4816,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,9,2999,0,1,地方,1,ウェブ,送付なし,0,0,0
男性,1,6609,1,0,都会,1,ウェブ,送付なし,1,0,0
男性,12,12298,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,8,2999,1,0,地方,1,スマートフォン,送付なし,0,0,0
女性,3,28627,1,0,郊外,0,複数,送付あり,1,0,0
男性,10,5221,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,4,57530,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,2,39900,1,1,郊外,1,ウェブ,送付なし,0,0,0
女性,6,6302,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,11,3282,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,2,38410,0,1,都会,0,ウェブ,送付なし,1,0,0
男性,4,32302,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,10,40653,0,1,郊外,0,複数,送付あり,1,0,0
男性,2,18811,0,1,地方,0,ウェブ,送付なし,0,0,0
男性,11,25980,0,1,都会,1,ウェブ,送付なし,1,0,0
男性,3,12523,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,2,145117,1,1,郊外,1,複数,送付なし,0,0,0
男性,1,44917,0,1,都会,0,複数,送付なし,1,0,0
女性,2,12666,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,3,17132,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,6,2999,0,1,都会,1,スマートフォン,送付あり,1,0,0
男性,7,63844,1,1,地方,1,ウェブ,送付あり,0,0,0
女性,5,13261,1,0,地方,0,ウェブ,送付あり,1,0,0
女性,11,13441,1,0,郊外,1,スマートフォン,送付あり,0,0,0
男性,10,20256,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,1,12618,0,1,都会,0,スマートフォン,送付なし,1,0,0
男性,3,26314,1,1,地方,0,ウェブ,送付あり,1,0,0
男性,1,55354,0,1,都会,1,スマートフォン,送付なし,1,0,0
女性,9,5989,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,6,13965,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,9,2999,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,1,18779,0,1,都会,1,スマートフォン,送付あり,1,0,0
女性,2,2999,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,10,9370,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,9,6335,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,9,2999,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,4,54560,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,8,30495,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,4,6920,0,1,地方,1,スマートフォン,送付なし,0,0,0
男性,9,8972,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,10,2999,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,3,43162,0,1,都会,0,複数,送付なし,1,0,0
男性,6,21862,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,1,71291,1,0,郊外,1,スマートフォン,送付あり,1,0,0
女性,2,4765,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,4,8076,1,0,都会,0,ウェブ,送付なし,1,0,0
女性,10,31039,0,1,地方,0,ウェブ,送付あり,1,0,0
男性,6,28879,1,1,郊外,0,ウェブ,送付あり,1,0,0
男性,7,31641,1,1,郊外,1,複数,送付なし,0,0,0
男性,2,12649,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,10,39769,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,11,26712,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,12,13550,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,1,3669,0,1,都会,1,ウェブ,送付あり,1,0,0
男性,10,35001,1,0,郊外,1,ウェブ,送付なし,0,0,0
女性,2,13238,1,0,郊外,0,ウェブ,送付なし,1,0,0
男性,1,11449,0,1,郊外,1,ウェブ,送付あり,1,0,0
女性,7,2999,1,0,地方,1,ウェブ,送付あり,0,0,0
女性,1,79215,1,1,郊外,1,スマートフォン,送付あり,1,1,3217
男性,1,7461,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,2,41332,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,1,33638,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,1,48249,1,0,郊外,0,スマートフォン,送付なし,1,0,0
